name,points,division,age,w_l_d,stance,residence,rank,stars,last6,last5,last4,last3,last2,last1,lagged
Shohjahon Ergashev,25.82,super light,29,19 0 0,southpaw,"Detroit, USA",233,4,W,W,W,W,W,W,232
Steven Butler,25.82,middle,25,28 2 1,orthodox,"Montreal, Canada",234,4,W,W,W,W,W,L,233
Francesco Patera*,25.76,light,27,23 3 0,,"Genk, Belgium",235,4,L,W,W,W,W,W,234
Tugstsogt Nyambayar,25.72,feather,28,12 1 0,orthodox,"Los Angeles, USA",236,4,W,W,W,W,L,W,235
Igor Mikhalkin,25.68,light heavy,35,23 2 0,southpaw,"Hamburg, Germany",237,4,W,W,W,L,W,W,236
Aleksei Egorov,25.63,cruiser,29,11 0 0,orthodox,"Obninsk, Russia",238,4,W,W,W,W,W,W,237
Blake Caparello*,25.58,light heavy,34,30 3 1,southpaw,"Greenvale, Australia",239,4,W,L,W,W,W,W,238
Jhunriel Ramonal,25.52,super bantam,31,17 8 6,orthodox,"Binan City, Philippines",240,4,L,D,D,W,W,W,239
Daud Yordan,25.51,super light,33,40 4 0,orthodox,"Sukadana, Indonesia",241,4,W,W,W,L,W,W,240
Chris van Heerden*,25.25,welter,33,28 2 1,southpaw,"Santa Monica, USA",242,4,L,W,W,W,W,W,241
Eduardo Ramirez,25.19,feather,27,24 2 3,southpaw,"Los Mochis, Mexico",243,4,L,W,W,L,W,W,242
Brandon Figueroa,24.68,super bantam,23,21 0 1,orthodox,"Weslaco, USA",244,4,W,W,W,W,D,W,243
Andrew Moloney,24.67,super fly,29,21 1 0,orthodox,"Kingscliff, Australia",245,4,W,W,W,W,L,NC,244
Umar Salamov,24.62,light heavy,26,25 1 0,orthodox,"Las Vegas, USA",246,4,W,W,W,W,W,W,245
Tyron Zeuge,24.60,super middle,28,24 1 1,orthodox,"Berlin, Germany",247,4,W,W,W,L,W,W,246
Ismael Barroso*,24.57,super light,37,22 3 2,southpaw,"Miami, USA",248,4,L,W,L,L,W,W,247
Leigh Wood,24.36,feather,32,23 2 0,orthodox,"Gedling, United Kingdom",249,4,W,W,W,W,W,L,248
Malik Hawkins,24.36,super light,24,18 1 0,orthodox,"Baltimore, USA",250,4,W,W,W,W,W,L,249
Antonio Moran,24.23,super light,27,26 4 1,orthodox,"Mexico City, Mexico",251,4,L,W,L,D,W,W,250
Jose Uzcategui,24.19,super middle,29,29 4 0,orthodox,"Tijuana, Mexico",252,4,L,W,W,L,W,L,251
Alberto Machado,24.10,light,30,22 2 0,southpaw,"San Juan, Puerto Rico",253,4,W,W,W,L,L,W,252
Mateusz Masternak,24.06,cruiser,33,43 5 0,orthodox,"Wroclaw, Poland",254,4,W,W,W,L,W,W,253
Humberto Soto,23.93,super welter,40,69 10 2,orthodox,"Tijuana, Mexico",255,4,L,W,W,W,W,L,254
Alexander Besputin,23.87,welter,29,13 0 0,southpaw,"Oxnard, USA",256,4,W,W,W,W,W,NC,255
Daniel Dubois,23.77,heavy,23,15 1 0,orthodox,"Greenwich, United Kingdom",257,4,W,W,W,W,W,L,256
Xavier Martinez,23.76,super feather,23,16 0 0,orthodox,"Sacramento, USA",258,4,W,W,W,W,W,W,257
Murat Gassiev,23.62,heavy,27,27 1 0,orthodox,"Big Bear, USA",259,4,W,W,W,W,L,W,258
Fanlong Meng,23.52,light heavy,32,16 0 0,southpaw,"Chifeng, China",260,4,W,W,W,W,W,W,259
Claudio Marrero,23.42,super feather,31,24 5 0,southpaw,"Santo Domingo, Dominican Republic",261,4,L,W,L,W,L,L,260
Sandor Martin*,23.30,super light,27,36 2 0,southpaw,"Barcelona, Spain",262,4,W,W,W,W,W,W,261
Joe Cordina,23.25,super feather,29,11 0 0,orthodox,"Cardiff, United Kingdom",263,4,W,W,W,W,W,W,262
Conor Benn,23.25,welter,24,17 0 0,orthodox,"Ilford, United Kingdom",264,4,W,W,W,W,W,W,263
Yvan Mendy,23.18,light,35,46 5 1,orthodox,"Pont-Sainte-Maxence, France",265,4,W,W,W,W,W,W,264
Andrew Tabiti,23.18,cruiser,31,17 1 0,orthodox,"Las Vegas, USA",266,4,W,W,W,W,W,L,265
Samir Ziani,23.08,super feather,30,32 3 1,southpaw,"Blagnac, France",267,4,W,W,W,W,W,W,266
Bryant Jennings,23.00,heavy,36,24 4 0,orthodox,"Philadelphia, USA",268,4,W,W,W,W,L,L,267
Souleymane Cissokho,22.93,super welter,29,11 0 0,orthodox,"Bagnolet, France",269,4,W,W,W,W,W,W,268
Antonio Orozco,22.93,super light,33,28 2 0,orthodox,"San Diego, USA",270,4,W,W,W,L,W,L,269
Efe Ajagba,22.75,heavy,26,14 0 0,orthodox,"Stafford, USA",271,4,W,W,W,W,W,W,270
Luis Collazo,22.72,welter,39,39 8 0,southpaw,"Queens, USA",272,4,W,L,W,W,W,L,271
Michael Magnesi,22.59,super feather,26,18 0 0,orthodox,"Cave, Italy",273,4,W,W,W,W,W,W,272
Chris Algieri,22.19,super light,36,24 3 0,orthodox,"Huntington, USA",274,4,L,W,L,W,W,W,273
Charles Conwell*,22.17,super welter,23,13 0 0,,"Cleveland, USA",275,4,W,W,W,W,W,W,274
Yves Ulysse Jr,22.13,super light,32,19 2 0,orthodox,"Montreal, Canada",276,4,W,W,W,W,L,W,275
Filip Hrgovic,22.04,heavy,28,12 0 0,orthodox,"Zagreb, Croatia",277,4,W,W,W,W,W,W,276
Zach Parker,21.96,super middle,26,19 0 0,orthodox,"Woodville, United Kingdom",278,4,W,W,W,W,W,W,277
Dennis Hogan,21.93,middle,35,28 3 1,orthodox,"Newstead, Australia",279,4,W,W,W,W,L,L,278
Jason Sosa,21.91,light,32,23 4 4,orthodox,"Camden, USA",280,4,L,L,W,W,W,L,279
Zaur Abdullaev,21.90,light,26,12 1 0,orthodox,"Ekaterinburg, Russia",281,4,W,W,W,W,L,W,280
Isaac Chilemba,21.84,light heavy,32,26 7 2,orthodox,"Johannesburg, South Africa",282,4,L,L,W,L,L,W,281
Eimantas Stanionis*,21.75,welter,26,11 0 0,orthodox,"Oxnard, USA",283,4,W,W,W,W,W,W,282
Joshua Buatsi,21.69,light heavy,27,13 0 0,orthodox,"Croydon, United Kingdom",284,4,W,W,W,W,W,W,283
Stefan Haertel,21.43,super middle,32,19 1 0,orthodox,"Berlin, Germany",285,4,W,L,W,W,W,W,284
Ali Akhmedov*,21.12,super middle,25,16 0 0,orthodox,"Henderson, USA",286,4,W,W,W,W,W,W,285
Sebastian Formella,21.08,welter,33,22 2 0,orthodox,"Hamburg, Germany",287,3.5,W,W,W,W,L,L,286
Austin Trout,21.06,super welter,35,32 5 1,southpaw,"Las Cruces, USA",288,3.5,L,L,W,L,D,W,287
Steven Nelson,20.96,super middle,32,17 0 0,orthodox,"Omaha, USA",289,3.5,W,W,W,W,W,W,288
Liam Paro,20.87,super light,24,19 0 0,southpaw,"Brisbane, Australia",290,3.5,W,W,W,W,W,W,289
Martin Joseph Ward,20.76,super feather,29,24 1 2,orthodox,"Brentwood, United Kingdom",291,3.5,L,W,W,W,W,W,290
Carlos Takam,20.69,heavy,40,39 5 1,orthodox,"Henderson, USA",292,3.5,L,L,W,W,W,W,291
Hector Tanajara,20.54,light,24,19 0 0,orthodox,"San Antonio, USA",293,3.5,W,W,W,W,W,W,292
Gabriel Rosado,20.38,super middle,34,25 13 1,orthodox,"Philadelphia, USA",294,3.5,L,W,D,L,W,L,293
Felix Verdejo,20.31,light,27,27 2 0,orthodox,"San Juan, Puerto Rico",295,3.5,L,W,W,W,W,L,294
Hugo Alberto Roldan,20.25,super light,27,18 0 1,orthodox,Argentina,296,3.5,W,W,W,W,D,W,295
Tomoki Kameda,20.15,super bantam,29,36 3 0,orthodox,Japan,297,3.5,W,W,W,W,W,L,296
Jon Fernandez,20.15,light,25,21 1 0,orthodox,"Bilbao, Spain",298,3.5,L,W,W,W,W,W,297
Serhii Bohachuk,20.04,super welter,25,18 0 0,orthodox,"Big Bear, USA",299,3.5,W,W,W,W,W,W,298
Michael McKinson,19.92,welter,26,19 0 0,southpaw,"Portsmouth, United Kingdom",300,3.5,W,W,W,W,W,W,299
Vyacheslav Shabranskyy,19.87,light heavy,33,21 2 0,orthodox,"Los Angeles, USA",301,3.5,L,W,W,L,W,W,300
Albert Bell,19.75,super feather,27,17 0 0,,"Toledo, USA",302,3.5,W,W,W,W,W,W,301
William Zepeda,19.75,light,24,22 0 0,southpaw,"San Mateo Atenco, Mexico",303,3.5,W,W,W,W,W,W,302
Anthony Fowler,19.69,super welter,29,13 1 0,orthodox,"Liverpool, United Kingdom",304,3.5,W,L,W,W,W,W,303
Ronald Malindi,19.65,bantam,,18 0 0,,South Africa,305,3.5,W,W,W,W,W,W,304
Dominic Breazeale,19.61,heavy,35,20 2 0,orthodox,"Eastvale, USA",306,3.5,W,L,W,W,W,L,305
Vladimir Shishkin,19.54,super middle,29,11 0 0,orthodox,"Detroit, USA",307,3.5,W,W,W,W,W,W,306
Miguel Roman,19.49,super feather,35,62 14 0,orthodox,"Ciudad Juarez, Mexico",308,3.5,W,W,L,W,W,L,307
Ryan Walsh,19.35,feather,34,26 3 2,orthodox,"Cromer, United Kingdom",309,3.5,D,W,W,W,W,L,308
Kazuto Takesako,19.28,middle,29,12 0 1,orthodox,Japan,310,3.5,W,W,W,D,W,W,309
Maxi Hughes,19.24,light,30,22 5 2,southpaw,"Rossington, United Kingdom",311,3.5,L,W,L,W,W,W,310
Kosuke Saka*,19.17,super feather,28,20 5 0,orthodox,"Osaka, Japan",312,3.5,L,W,W,L,W,W,311
Ted Cheeseman,19.15,super welter,25,16 2 1,orthodox,"Bermondsey, United Kingdom",313,3.5,W,W,L,D,L,W,312
Hinata Maruta*,19.14,feather,23,10 1 1,orthodox,"Kawanishi, Japan",314,3.5,W,W,D,W,W,W,313
Edgar Berlanga,19.08,super middle,23,16 0 0,orthodox,"New York, USA",315,3.5,W,W,W,W,W,W,314
Jesus M Rojas,18.91,feather,33,27 3 2,orthodox,"Caguas, Puerto Rico",316,3.5,W,W,W,L,L,W,315
Oscar Escandon,18.77,feather,36,26 5 0,orthodox,"Ibague, Colombia",317,3.5,L,W,L,L,L,W,316
Josue Vargas,18.61,super light,22,18 1 0,southpaw,"Bronx, USA",318,3.5,W,W,W,W,W,W,317
Raeese Aleem,18.47,super bantam,30,17 0 0,orthodox,"Las Vegas, USA",319,3.5,W,W,W,W,W,W,318
Keita Obara,18.40,welter,34,23 4 1,orthodox,Japan,320,3.5,L,W,L,W,W,W,319
Kiryl Relikh,18.39,super light,31,23 3 0,orthodox,"Minsk, Belarus",321,3.5,W,L,L,W,W,L,320
Denzel Bentley,18.25,middle,25,14 0 1,orthodox,"Battersea, United Kingdom",322,3.5,W,W,W,W,D,W,321
Matteo Signani,18.21,middle,41,30 5 3,orthodox,"Savignano sul Rubicone, Italy",323,3.5,W,W,W,W,W,W,322
Felix Alvarado*,18.16,light fly,31,35 2 0,orthodox,"Managua, Nicaragua",324,3.5,W,W,W,W,W,W,323
Batyr Akhmedov,18.14,super light,29,8 1 0,southpaw,"Los Angeles, USA",325,3.5,W,W,W,W,L,W,324
Christopher Diaz,18.09,feather,26,26 2 0,orthodox,"Barranquitas, Puerto Rico",326,3.5,W,L,W,L,W,W,325
Jermaine Franklin,17.93,heavy,27,20 0 0,orthodox,"Saginaw, USA",327,3.5,W,W,W,W,W,W,326
Callum Johnson,17.85,light heavy,35,18 1 0,orthodox,"Boston, United Kingdom",328,3.5,W,W,W,W,L,W,327
Ryo Sagawa*,17.85,feather,26,10 1 0,orthodox,Japan,329,3.5,W,W,W,W,W,W,328
Jono Carroll,17.83,light,28,18 2 1,southpaw,"Dublin, Ireland",330,3.5,W,D,L,W,W,L,329
Luis Alberto Lopez Vargas,17.80,super feather,27,21 2 0,,"Mexicali, Mexico",331,3.5,W,L,W,W,W,W,330
Sam Eggington,17.78,super welter,27,29 7 0,orthodox,"Smethwick, United Kingdom",332,3.5,W,W,W,W,L,W,331
Jeyvier Cintron,17.76,super fly,25,11 1 0,southpaw,"Bayamon, Puerto Rico",333,3.5,W,W,W,NC,W,L,332
Thulani Mbenge,17.72,welter,29,16 1 0,orthodox,South Africa,334,3.5,W,W,W,W,L,W,333
Yuriorkis Gamboa,17.65,light,38,30 4 0,orthodox,"Miami, USA",335,3.5,W,W,W,W,L,L,334
Scott Fitzgerald,17.62,super welter,29,14 0 0,orthodox,"Preston, United Kingdom",336,3.5,W,W,W,W,W,W,335
Dominic Boesel,17.53,light heavy,31,30 2 0,orthodox,"Freyburg, Germany",337,3.5,W,W,W,W,W,L,336
Aram Amirkhanyan,17.48,welter,30,13 0 1,southpaw,"Glendale, USA",338,3.5,W,W,D,W,W,W,337
Oscar Negrete,17.46,bantam,33,19 2 2,orthodox,"Paramount, USA",339,3.5,L,W,D,L,D,W,338
Jeremias Nicolas Ponce,17.44,super light,24,27 0 0,orthodox,"José Mármol, Argentina",340,3.5,W,W,W,W,W,W,339
Alexis Rocha,17.43,welter,23,16 1 0,southpaw,"Irvine, USA",341,3.5,W,W,W,W,W,L,340
Shingo Wake,17.41,super bantam,33,27 6 2,southpaw,"Musashino, Japan",342,3.5,W,W,W,W,L,W,341
Andy Vences,17.35,super feather,29,23 2 1,orthodox,"San Jose, USA",343,3.5,D,W,W,L,W,L,342
Daishi Nagata,17.33,super light,30,15 2 2,southpaw,Japan,344,3.5,L,W,W,W,W,D,343
Azizbek Abdugofurov,17.31,light heavy,28,13 0 0,orthodox,"Kuala Lumpur, Malaysia",345,3.5,W,W,W,W,W,W,344
Carlos Canizales*,17.16,light fly,27,22 0 1,orthodox,"Caracas, Venezuela",346,3.5,W,W,W,W,W,W,345
Edis Tatli,17.15,light,33,32 3 0,orthodox,"Helsinki, Finland",347,3.5,W,L,W,W,L,W,346
Yusaku Kuga*,17.13,super bantam,30,19 4 1,orthodox,Japan,348,3.5,W,L,W,W,W,L,347
Richard Riakporhe,17.08,cruiser,30,11 0 0,orthodox,"Walworth, United Kingdom",349,3.5,W,W,W,W,W,W,348
Ahmed El Mousaoui,17.08,welter,30,33 3 1,orthodox,"Aulnay-sous-Bois, France",350,3.5,W,W,W,W,W,W,349
Marcelino Nicolas Lopez,17.02,super light,34,36 2 1,orthodox,"Arribenos, Argentina",351,3.5,W,L,W,W,W,W,350
Hironori Mishiro*,16.83,super feather,26,9 0 1,orthodox,Japan,352,3.5,W,W,D,W,W,W,351
Elwin Soto,16.81,light fly,23,18 1 0,orthodox,"Mexicali, Mexico",353,3.5,W,W,W,W,W,W,352
Hironobu Matsunaga,16.79,super welter,33,17 1 0,southpaw,"Yokohama, Japan",354,3.5,W,W,W,W,W,W,353
Pedro Guevara,16.69,super fly,31,36 3 1,orthodox,"Mazatlan, Mexico",355,3.5,W,W,W,W,W,W,354
Keita Kurihara*,16.61,bantam,27,15 5 0,orthodox,Japan,356,3.5,W,W,W,W,W,W,355
Andrey Sirotkin,16.57,middle,35,19 1 0,southpaw,"Nizhny Novgorod (Gorky), Russia",357,3.5,W,L,W,W,W,W,356
Emmanuel Tagoe,16.56,light,31,32 1 0,orthodox,"Accra, Ghana",358,3.5,W,W,W,W,W,W,357
Jose Velasquez,16.54,bantam,31,28 6 2,orthodox,"Quellon, Chile",359,3.5,W,W,W,W,W,W,358
Mark Urvanov,16.46,super feather,24,18 2 1,orthodox,"Pervouralsk, Russia",360,3.5,D,W,W,W,W,W,359
Richardson Hitchins,16.40,super light,23,12 0 0,,"Manhattan, USA",361,3.5,W,W,W,W,W,W,360
Fiodor Czerkaszyn,16.38,middle,24,16 0 0,orthodox,"Warsaw, Poland",362,3.5,W,W,W,W,W,W,361
Ronald Ellis,16.32,super middle,31,18 1 2,orthodox,"Lynn, USA",363,3.5,D,W,W,L,W,W,362
Rikki Naito,16.27,super light,29,23 2 0,southpaw,"Yokohama, Japan",364,3.5,W,W,W,W,W,W,363
David Price,16.20,heavy,37,25 7 0,orthodox,"Liverpool, United Kingdom",365,3.5,L,L,W,W,W,L,364
Jhonny Gonzalez,16.17,super feather,39,68 11 0,orthodox,"Mexico City, Mexico",366,3.5,W,W,W,L,W,W,365
Jai Opetaia,16.13,cruiser,25,20 0 0,southpaw,"Sydney, Australia",367,3.5,W,W,W,W,W,W,366
Simon Kean,16.12,heavy,31,19 1 0,orthodox,"Trois-Rivières, Canada",368,3.5,W,L,W,W,W,W,367
Juan Heraldez,16.11,super light,30,16 1 1,orthodox,"North Las Vegas, USA",369,3.5,W,W,W,W,D,L,368
Liam Walsh*,16.08,light,34,23 1 0,southpaw,"Cromer, United Kingdom",370,3.5,W,W,W,L,W,W,369
Islam Edisultanov,16.04,super welter,35,10 0 0,southpaw,"Shali, Russia",371,3.5,W,W,W,W,W,W,370
Liborio Solis,16.03,bantam,38,30 6 1,orthodox,"Panama City, Panama",372,3.5,W,W,W,W,W,L,371
Dylan Charrat,15.89,super welter,26,20 0 1,orthodox,"Cannes, France",373,3.5,W,W,D,W,W,W,372
Lyndon Arthur,15.86,light heavy,29,18 0 0,orthodox,"Manchester, United Kingdom",374,3.5,W,W,W,W,W,W,373
Reiya Abe,15.86,feather,27,20 3 1,southpaw,"Yamato, Japan",375,3.5,W,W,W,D,L,W,374
Tramaine Williams,15.72,super bantam,28,19 1 0,southpaw,"New Haven, USA",376,3.5,W,W,W,W,W,L,375
Anthony Yarde,15.69,light heavy,29,20 2 0,orthodox,"Ilford, United Kingdom",377,3.5,W,W,L,W,W,L,376
Tom Schwarz,15.61,heavy,26,26 1 0,orthodox,"Magdeburg, Germany",378,3.5,W,W,W,L,W,W,377
Lamont Roach,15.57,super feather,25,20 1 1,orthodox,"Upper Marlboro, USA",379,3.5,D,W,W,W,L,W,378
Ievgen Khytrov,15.53,super middle,32,20 2 0,orthodox,"Brooklyn, USA",380,3.5,W,W,L,W,W,W,379
Terrell Gausha,15.50,super welter,33,21 2 1,orthodox,"Encino, USA",381,3.5,W,W,L,W,D,L,380
Frank Sanchez*,15.48,heavy,28,16 0 0,,"Las Vegas, USA",382,3.5,W,W,W,W,W,W,381
Anthony Cacace,15.47,super feather,31,18 1 0,southpaw,"Belfast, United Kingdom",383,3.5,W,W,L,W,W,W,382
Algenis Mendez,15.39,super light,34,25 6 3,orthodox,"Yonkers, USA",384,3.5,L,W,W,D,D,L,383
Andre Dirrell,15.33,super middle,37,27 3 0,southpaw,"Lake Worth, USA",385,3.5,W,L,W,W,L,W,384
Akeem Ennis-Brown,15.32,super light,25,14 0 0,orthodox,"Gloucester, United Kingdom",386,3.5,W,W,W,W,W,W,385
Sam Bowen,15.31,super feather,28,15 1 0,orthodox,"Ibstock, United Kingdom",387,3.5,W,W,W,W,W,L,386
Cletus Seldin,15.30,super light,34,25 1 0,orthodox,"Brooklyn, USA",388,3.5,W,L,W,W,W,W,387
Zhanibek Alimkhanuly,15.29,middle,27,9 0 0,southpaw,"Oxnard, USA",389,3.5,W,W,W,W,W,W,388
Yomar Alamo,15.26,super light,25,18 0 1,orthodox,"Caguas, Puerto Rico",390,3.5,W,W,W,W,D,W,389
Sunny Edwards,15.23,super fly,24,15 0 0,orthodox,"Croydon, United Kingdom",391,3.5,W,W,W,W,W,W,390
Shakhram Giyasov,15.17,super light,27,10 0 0,,"Brooklyn, USA",392,3.5,W,W,W,W,W,W,391
Enock Poulsen,15.17,super light,28,11 0 0,orthodox,"Aarhus, Denmark",393,3.5,W,W,W,W,W,W,392
Andres Gutierrez,15.15,super feather,27,38 2 1,orthodox,"Guadalajara, Mexico",394,3.5,L,W,L,W,W,W,393
Uriel Perez,15.11,super light,25,19 5 0,,"Queretaro, Mexico",395,3.5,L,W,L,W,W,L,394
Kamil Szeremeta*,15.08,middle,31,21 0 0,orthodox,"Bialystok, Poland",396,3.5,W,W,W,W,W,W,395
Elvis Rodriguez,15.01,super light,24,10 0 1,southpaw,"Santo Domingo, Dominican Republic",397,3.5,W,W,W,W,W,W,396
Bryant Perrella,15.01,welter,31,17 3 0,southpaw,"Fort Myers, USA",398,3.5,L,W,L,W,W,L,397
Yanga Sigqibo,15.00,super fly,,14 1 1,,South Africa,399,3.5,W,W,W,W,W,W,398
Roger Gutierrez*,14.98,super feather,25,24 3 1,orthodox,"Maracaibo, Venezuela",400,3.5,L,W,W,W,W,W,399
Ali Izmailov,14.95,light heavy,27,5 0 0,orthodox,"Malgobek, Russia",401,3.5,Blank,W,W,W,W,W,400
Yves Ngabu,14.94,cruiser,32,20 1 0,,"Roeselare, Belgium",402,3.5,W,W,W,W,W,L,401
Masamichi Yabuki*,14.92,light fly,28,11 3 0,orthodox,"Nagoya, Japan",403,3.5,W,L,W,W,W,W,402
Wale Omotoso,14.92,super welter,35,28 5 0,orthodox,"Los Angeles, USA",404,3.5,W,L,W,L,W,L,403
Kevin Lele Sadjo,14.89,super middle,30,15 0 0,orthodox,"Saint-Maur, France",405,3.5,W,W,W,W,W,W,404
Junior Fa,14.87,heavy,31,19 0 0,orthodox,"Otahuhu, New Zealand",406,3.5,W,W,W,W,W,W,405
Diego De La Hoya,14.87,super bantam,26,22 1 0,orthodox,"Mexicali, Mexico",407,3.5,W,W,W,NC,L,W,406
Kenta Nakagawa*,14.80,super fly,35,19 3 1,southpaw,Japan,408,3.5,W,W,W,W,W,W,407
Arslanbek Makhmudov,14.76,heavy,31,11 0 0,orthodox,"Montreal, Canada",409,3.5,W,W,W,W,W,W,408
Jean Carlos Torres,14.72,super light,30,18 0 0,,"Trujillo Alto, Puerto Rico",410,3.5,W,W,W,W,W,W,409
Jezzrel Corrales,14.72,super feather,29,23 4 0,southpaw,"San Miguelito, Panama",411,3.5,W,W,L,W,L,L,410
Ionut Baluta,14.70,super bantam,26,14 2 0,orthodox,"Madrid, Spain",412,3.5,W,W,W,W,W,W,411
Demond Nicholson,14.67,super middle,27,23 3 1,,"Laurel, USA",413,3.5,L,W,W,W,W,W,412
Louis Toutin,14.64,super middle,23,14 1 0,orthodox,"Noisy-le-Grand, France",414,3.5,W,W,W,L,W,W,413
Martin Murray,14.59,super middle,38,39 6 1,orthodox,"St Helens, United Kingdom",415,3.5,W,W,L,W,W,L,414
Aslambek Idigov,14.52,super middle,25,19 0 0,orthodox,"Las Vegas, USA",416,3.5,W,W,W,W,W,W,415
Jorge Cota,14.45,super welter,33,30 4 0,orthodox,"Los Mochis, Mexico",417,3.5,W,W,L,L,W,W,416
Erik Bazinyan,14.37,super middle,25,25 0 0,,"Laval, Canada",418,3.5,W,W,W,W,W,W,417
Giovanni Mioletti,14.34,super feather,26,18 0 0,southpaw,"Chicago, USA",419,3.5,W,W,W,W,W,W,418
Eduardo Hernandez,14.26,super feather,23,30 1 0,orthodox,"Mexico City, Mexico",420,3.5,W,W,W,L,W,W,419
Musashi Mori*,14.25,feather,21,12 0 0,southpaw,"Nagoya, Japan",421,3.5,W,W,W,W,W,W,420
Robbie Davies Jnr,14.17,super light,31,20 2 0,orthodox,"Kirkby, United Kingdom",422,3.5,W,W,W,W,L,W,421
Adam Deines,14.16,light heavy,29,19 1 1,southpaw,"Magdeburg, Germany",423,3.5,W,W,W,L,W,W,422
Felix Cash,14.15,middle,27,13 0 0,orthodox,"Wokingham, United Kingdom",424,3.5,W,W,W,W,W,W,423
Gideon Buthelezi,14.09,super fly,34,22 5 0,southpaw,"Boipatong, South Africa",425,3.5,W,W,W,W,W,W,424
Luis Feliciano,13.99,super light,27,14 0 0,orthodox,"Rancho Cucamonga, USA",426,3.5,W,W,W,W,W,W,425
Imre Szello,13.98,cruiser,37,24 1 0,orthodox,"Budapest, Hungary",427,3.5,W,W,W,W,W,L,426
Jeremiah Nakathila*,13.97,super feather,30,20 1 0,,"Walvis Bay, Namibia",428,3.5,W,W,W,W,W,W,427
Cobia Breedy,13.97,feather,29,15 1 0,,"Hyattsville, USA",429,3.5,W,W,W,W,W,L,428
Sivenathi Nontshinga,13.95,light fly,22,9 0 0,orthodox,"Reeston, South Africa",430,3.5,W,W,W,W,W,W,429
Jabulani Makhense*,13.91,welter,,10 0 0,,"Pretoria, South Africa",431,3.5,W,W,W,W,W,W,430
Michael Conlan,13.84,feather,29,14 0 0,,"Belfast, United Kingdom",432,3.5,W,W,W,W,W,W,431
Aidos Yerbossynuly*,13.82,super middle,29,14 0 0,orthodox,"Almaty, Kazakhstan",433,3.5,W,W,W,W,W,W,432
Roman Andreev,13.79,light,34,24 0 0,orthodox,"Balashikha, Russia",434,3.5,W,W,W,W,W,W,433
Hugo Centeno Jr,13.78,middle,29,27 3 1,orthodox,"Oxnard, USA",435,3.5,W,W,L,W,L,D,434
Thomas Mattice,13.64,light,30,15 2 1,orthodox,"Cleveland, USA",436,3.5,W,D,L,W,W,L,435
Roamer Alexis Angulo,13.64,super middle,36,26 2 0,orthodox,"Miami, USA",437,3.5,W,L,W,W,W,L,436
Fedor Papazov,13.56,super light,35,22 3 0,orthodox,"Tuapse, Russia",438,3.5,W,W,W,W,L,W,437
Luke Keeler,13.55,middle,33,17 3 1,orthodox,"Dublin, Ireland",439,3.5,D,W,W,W,W,L,438
Nick Hannig,13.49,light heavy,34,8 0 1,,"Berlin, Germany",440,3.5,W,W,W,W,D,W,439
Karen Chukhadzhian,13.41,welter,24,16 1 0,orthodox,"Karlsruhe, Germany",441,3.5,W,W,W,W,W,W,440
Irving Turrubiartes,13.40,feather,22,22 0 0,,"Monterrey, Mexico",442,3.5,W,W,W,W,W,NC,441
Charles Foster,13.40,light heavy,30,19 0 0,southpaw,"New Haven, USA",443,3.5,W,W,W,W,W,W,442
Charlie Edwards,13.36,super fly,27,16 1 0,orthodox,"Epsom, United Kingdom",444,3.5,W,W,W,W,NC,W,443
Abraham Nova,13.33,super feather,26,19 0 0,orthodox,"Albany, USA",445,3.5,W,W,W,W,W,W,444
Julio Ceja,13.32,super bantam,28,32 4 1,orthodox,"Palmdale, USA",446,3.5,L,W,W,L,L,D,445
Koki Inoue,13.30,super light,28,15 1 0,southpaw,"Yokohama, Japan",447,3.5,W,W,W,W,W,L,446
Agit Kabayel,13.30,heavy,28,20 0 0,orthodox,"Bochum, Germany",448,3.5,W,W,W,W,W,W,447
Gary O'Sullivan,13.30,middle,36,30 4 0,orthodox,"Cork, Ireland",449,3.5,W,W,L,W,W,L,448
Sadam Ali,13.21,welter,32,27 3 0,orthodox,"Brooklyn, USA",450,3.5,W,W,W,L,W,L,449
Leon Bunn,13.15,light heavy,28,16 0 0,orthodox,"Frankfurt, Germany",451,3.5,W,W,W,W,W,W,450
Constantin Bejenaru,13.15,cruiser,36,14 1 0,southpaw,"Brooklyn, USA",452,3.5,W,W,W,W,W,L,451
Rolando Romero,13.06,light,25,12 0 0,orthodox,"Las Vegas, USA",453,3.5,W,W,W,W,W,W,452
Cesar Miguel Barrionuevo,13.00,welter,31,35 4 2,southpaw,"Salta, Argentina",454,3.5,W,W,W,W,L,W,453
Artem Dalakian,12.93,fly,33,20 0 0,orthodox,"Dnipro, Ukraine",455,3.5,W,W,W,W,W,W,454
Romero Duno,12.92,light,25,22 2 0,orthodox,"Los Angeles, USA",456,3.5,W,W,W,W,L,W,455
Mikael Zewski,12.86,welter,31,34 2 0,orthodox,"Trois-Rivières, Canada",457,3.5,W,W,W,W,W,L,456
Jonas Sultan,12.84,super fly,28,16 5 0,orthodox,"Cebu City, Philippines",458,3.5,W,W,L,W,L,W,457
Giovani Santillan,12.84,welter,29,26 0 0,southpaw,"San Diego, USA",459,3.5,W,W,W,W,W,W,458
Noel Gevor*,12.82,cruiser,30,24 2 0,orthodox,"Hamburg, Germany",460,3.5,W,W,L,W,L,W,459
Anthony Sims Jr,12.80,super middle,25,20 1 0,,"Plainfield, USA",461,3.5,W,W,W,W,W,L,460
David Light*,12.73,cruiser,29,16 0 0,,"North Shore, New Zealand",462,3.5,W,W,W,W,W,W,461
